Episode,Character 1,Character 2,Interaction,Saga,Arc,Filler
371,sanji,chopper,Cooperation,Thriller Bark Saga,Thriller Bark,False
371,sanji,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,oars,sanji,Physical,Thriller Bark Saga,Thriller Bark,False
371,oars,chopper,Physical,Thriller Bark Saga,Thriller Bark,False
371,zoro,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,usopp,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,robin,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,sanji,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,usopp,robin,Cooperation,Thriller Bark Saga,Thriller Bark,False
371,chopper,sanji,Cooperation,Thriller Bark Saga,Thriller Bark,False
371,nami,luffy,Perception,Thriller Bark Saga,Thriller Bark,False
371,nami,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
371,usopp,moria,Perception,Thriller Bark Saga,Thriller Bark,False
371,brook,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,oars,usopp,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,robin,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,sanji,robin,Cooperation,Thriller Bark Saga,Thriller Bark,False
371,sanji,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,oars,sanji,Physical,Thriller Bark Saga,Thriller Bark,False
371,chopper,oars,Perception,Thriller Bark Saga,Thriller Bark,False
371,oars,chopper,Physical,Thriller Bark Saga,Thriller Bark,False
371,sanji,chopper,Cooperation,Thriller Bark Saga,Thriller Bark,False
371,chopper,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
371,oars,sanji,Physical,Thriller Bark Saga,Thriller Bark,False
371,oars,chopper,Physical,Thriller Bark Saga,Thriller Bark,False
372,zoro,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
372,usopp,brook,Cooperation,Thriller Bark Saga,Thriller Bark,False
372,usopp,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
372,moria,usopp,Confrontation,Thriller Bark Saga,Thriller Bark,False
372,oars,usopp,Physical,Thriller Bark Saga,Thriller Bark,False
372,oars,nami,Physical,Thriller Bark Saga,Thriller Bark,False
372,moria,oars,Communication,Thriller Bark Saga,Thriller Bark,False
372,luffy,usopp,Cooperation,Thriller Bark Saga,Thriller Bark,False
372,luffy,nami,Cooperation,Thriller Bark Saga,Thriller Bark,False
372,nami,usopp,Emotional,Thriller Bark Saga,Thriller Bark,False
372,luffy,oars,Confrontation,Thriller Bark Saga,Thriller Bark,False
372,luffy,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
372,rolling pirates,straw hat pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
372,lola,rolling pirates,Communication,Thriller Bark Saga,Thriller Bark,False
372,nami,usopp,Perception,Thriller Bark Saga,Thriller Bark,False
372,luffy,oars,Physical,Thriller Bark Saga,Thriller Bark,False
372,lola,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
372,kuma,thriller bark mansion,Perception,Thriller Bark Saga,Thriller Bark,False
373,luffy,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,straw hat pirates,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,luffy,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,moria,oars,Indirect,Thriller Bark Saga,Thriller Bark,False
373,usopp,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
373,lola,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
373,oars,rolling pirates,Perception,Thriller Bark Saga,Thriller Bark,False
373,robin,luffy,Cooperation,Thriller Bark Saga,Thriller Bark,False
373,rolling pirates,brook,Perception,Thriller Bark Saga,Thriller Bark,False
373,nami,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,sanji,chopper,Cooperation,Thriller Bark Saga,Thriller Bark,False
373,franky,usopp,Cooperation,Thriller Bark Saga,Thriller Bark,False
373,brook,robin,Cooperation,Thriller Bark Saga,Thriller Bark,False
373,nami,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,franky,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,sanji,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,zoro,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,chopper,oars,Perception,Thriller Bark Saga,Thriller Bark,False
373,luffy,oars,Physical,Thriller Bark Saga,Thriller Bark,False
373,cindry,oars,Perception,Thriller Bark Saga,Thriller Bark,False
373,lola,oars,Perception,Thriller Bark Saga,Thriller Bark,False
373,rolling pirates,lola,Emotional,Thriller Bark Saga,Thriller Bark,False
373,chopper,oars,Perception,Thriller Bark Saga,Thriller Bark,False
373,usopp,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
373,moria,lola,Communication,Thriller Bark Saga,Thriller Bark,False
373,moria,luffy,Confrontation,Thriller Bark Saga,Thriller Bark,False
373,moria,zombies,Indirect,Thriller Bark Saga,Thriller Bark,False
373,cindry,moria,Indirect,Thriller Bark Saga,Thriller Bark,False
373,lola,moria,Indirect,Thriller Bark Saga,Thriller Bark,False
373,hildon,moria,Indirect,Thriller Bark Saga,Thriller Bark,False
373,jigoro,moria,Indirect,Thriller Bark Saga,Thriller Bark,False
373,inuppe,moria,Indirect,Thriller Bark Saga,Thriller Bark,False
374,luffy,moria,Confrontation,Thriller Bark Saga,Thriller Bark,False
374,luffy,moria,Physical,Thriller Bark Saga,Thriller Bark,False
374,luffy,moria,Communication,Thriller Bark Saga,Thriller Bark,False
374,lola,straw hat pirates,Perception,Thriller Bark Saga,Thriller Bark,False
374,lola,straw hat pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
374,lola,luffy,Perception,Thriller Bark Saga,Thriller Bark,False
374,lola,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
374,zoro,moria,Perception,Thriller Bark Saga,Thriller Bark,False
374,robin,moria,Perception,Thriller Bark Saga,Thriller Bark,False
374,luffy,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
374,luffy,moria,Physical,Thriller Bark Saga,Thriller Bark,False
374,moria,luffy,Physical,Thriller Bark Saga,Thriller Bark,False
374,luffy,usopp,Communication,Thriller Bark Saga,Thriller Bark,False
374,lola,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
374,luffy,moria,Physical,Thriller Bark Saga,Thriller Bark,False
374,moria,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
374,luffy,zoro,Perception,Thriller Bark Saga,Thriller Bark,False
374,luffy,robin,Perception,Thriller Bark Saga,Thriller Bark,False
374,luffy,sanji,Perception,Thriller Bark Saga,Thriller Bark,False
374,usopp,chopper,Emotional,Thriller Bark Saga,Thriller Bark,False
375,luffy,zoro,Cooperation,Thriller Bark Saga,Thriller Bark,False
375,luffy,sanji,Cooperation,Thriller Bark Saga,Thriller Bark,False
375,luffy,robin,Cooperation,Thriller Bark Saga,Thriller Bark,False
375,usopp,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
375,kuma,world government,Communication,Thriller Bark Saga,Thriller Bark,False
375,kuma,straw hat pirates,Confrontation,Thriller Bark Saga,Thriller Bark,False
375,kuma,zoro,Confrontation,Thriller Bark Saga,Thriller Bark,False
375,usopp,nami,Emotional,Thriller Bark Saga,Thriller Bark,False
375,usopp,chopper,Emotional,Thriller Bark Saga,Thriller Bark,False
375,usopp,franky,Emotional,Thriller Bark Saga,Thriller Bark,False
375,lola,rolling pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
375,margarita,egana,Communication,Thriller Bark Saga,Thriller Bark,False
375,margarita,egana,Emotional,Thriller Bark Saga,Thriller Bark,False
375,zoro,robin,Emotional,Thriller Bark Saga,Thriller Bark,False
375,sanji,robin,Emotional,Thriller Bark Saga,Thriller Bark,False
375,nami,chopper,Emotional,Thriller Bark Saga,Thriller Bark,False
375,brook,nami,Emotional,Thriller Bark Saga,Thriller Bark,False
375,brook,chopper,Emotional,Thriller Bark Saga,Thriller Bark,False
375,lola,rolling pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
375,robin,sanji,Communication,Thriller Bark Saga,Thriller Bark,False
375,sanji,robin,Communication,Thriller Bark Saga,Thriller Bark,False
375,hogback,absalom,Communication,Thriller Bark Saga,Thriller Bark,False
375,hogback,absalom,Emotional,Thriller Bark Saga,Thriller Bark,False
375,chopper,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
375,spoil,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
375,spoil,lola,Communication,Thriller Bark Saga,Thriller Bark,False
375,lola,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
375,lola,straw hat pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
375,zoro,nami,Physical,Thriller Bark Saga,Thriller Bark,False
375,rolling pirates,straw hat pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
375,nami,kuma,Communication,Thriller Bark Saga,Thriller Bark,False
375,kuma,marine,Communication,Thriller Bark Saga,Thriller Bark,False
375,kuma,straw hat pirates,Confrontation,Thriller Bark Saga,Thriller Bark,False
375,zoro,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
375,nami,zoro,Communication,Thriller Bark Saga,Thriller Bark,False
375,kuma,rolling pirates,Confrontation,Thriller Bark Saga,Thriller Bark,False
375,kuma,zoro,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,zoro,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,sanji,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,franky,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,usopp,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,kuma,luffy,Other,Thriller Bark Saga,Thriller Bark,False
376,lola,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,rolling pirates,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,zoro,usopp,Communication,Thriller Bark Saga,Thriller Bark,False
376,kuma,straw hat pirates,Perception,Thriller Bark Saga,Thriller Bark,False
376,chopper,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,robin,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,sanji,zoro,Communication,Thriller Bark Saga,Thriller Bark,False
376,sanji,kuma,Physical,Thriller Bark Saga,Thriller Bark,False
376,usopp,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
376,nami,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,robin,kuma,Perception,Thriller Bark Saga,Thriller Bark,False
376,kuma,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
376,kuma,rolling pirates,Communication,Thriller Bark Saga,Thriller Bark,False
377,zoro,luffy,Physical,Thriller Bark Saga,Thriller Bark,False
377,zoro,kuma,Confrontation,Thriller Bark Saga,Thriller Bark,False
377,kuma,zoro,Communication,Thriller Bark Saga,Thriller Bark,False
377,kuma,luffy,Indirect,Thriller Bark Saga,Thriller Bark,False
377,zoro,sanji,Physical,Thriller Bark Saga,Thriller Bark,False
377,sanji,zoro,Emotional,Thriller Bark Saga,Thriller Bark,False
377,kuma,zoro,Physical,Thriller Bark Saga,Thriller Bark,False
377,kuma,luffy,Physical,Thriller Bark Saga,Thriller Bark,False
377,franky,luffy,Perception,Thriller Bark Saga,Thriller Bark,False
377,sanji,zoro,Communication,Thriller Bark Saga,Thriller Bark,False
378,hogback,absalom,Cooperation,Thriller Bark Saga,Thriller Bark,False
378,hogback,moria,Cooperation,Thriller Bark Saga,Thriller Bark,False
378,absalom,moria,Cooperation,Thriller Bark Saga,Thriller Bark,False
378,teach,ace,Confrontation,Thriller Bark Saga,Thriller Bark,False
378,sanji,risky brothers,Communication,Thriller Bark Saga,Thriller Bark,False
378,sanji,risky brothers,Perception,Thriller Bark Saga,Thriller Bark,False
378,sanji,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
378,robin,sanji,Perception,Thriller Bark Saga,Thriller Bark,False
378,luffy,brook,Communication,Thriller Bark Saga,Thriller Bark,False
378,luffy,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
378,nami,treasure,Emotional,Thriller Bark Saga,Thriller Bark,False
378,sanji,risky brothers,Communication,Thriller Bark Saga,Thriller Bark,False
378,sanji,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
378,luffy,zoro,Physical,Thriller Bark Saga,Thriller Bark,False
378,chopper,luffy,Confrontation,Thriller Bark Saga,Thriller Bark,False
378,luffy,brook,Communication,Thriller Bark Saga,Thriller Bark,False
378,brook,laboon,Emotional,Thriller Bark Saga,Thriller Bark,False
378,brook,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
379,brook,laboon,Cooperation,Thriller Bark Saga,Thriller Bark,False
379,brook,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
379,brook,laboon,Emotional,Thriller Bark Saga,Thriller Bark,False
379,brook,yorki,Cooperation,Thriller Bark Saga,Thriller Bark,False
379,yorki,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
379,yorki,laboon,Emotional,Thriller Bark Saga,Thriller Bark,False
379,brook,luffy,Indirect,Thriller Bark Saga,Thriller Bark,False
379,brook,crocus,Indirect,Thriller Bark Saga,Thriller Bark,False
380,brook,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,crocus,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,mizuta madaisuki,Physical,Thriller Bark Saga,Thriller Bark,False
380,brook,yorki,Communication,Thriller Bark Saga,Thriller Bark,False
380,yorki,rumbar pirates,Confrontation,Thriller Bark Saga,Thriller Bark,False
380,yorki,brook,Emotional,Thriller Bark Saga,Thriller Bark,False
380,yorki,brook,Communication,Thriller Bark Saga,Thriller Bark,False
380,yorki,brook,Physical,Thriller Bark Saga,Thriller Bark,False
380,brook,usopp,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,sanji,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,rumbar pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
380,brook,lola,Cooperation,Thriller Bark Saga,Thriller Bark,False
380,brook,thriller bark victim's association,Cooperation,Thriller Bark Saga,Thriller Bark,False
380,brook,straw hat pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
380,rumbar pirates,laboon,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,rumbar pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
380,brook,rumbar pirates,Communication,Thriller Bark Saga,Thriller Bark,False
380,brook,rumbar pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
381,brook,straw hat pirates,Cooperation,Thriller Bark Saga,Thriller Bark,False
381,brook,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
381,brook,luffy,Emotional,Thriller Bark Saga,Thriller Bark,False
381,luffy,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
381,brook,straw hat pirates,Emotional,Thriller Bark Saga,Thriller Bark,False
381,brook,zoro,Communication,Thriller Bark Saga,Thriller Bark,False
381,brook,zoro,Emotional,Thriller Bark Saga,Thriller Bark,False
381,zoro,brook,Communication,Thriller Bark Saga,Thriller Bark,False
381,zoro,brook,Emotional,Thriller Bark Saga,Thriller Bark,False
381,lola,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
381,franky,lola,Communication,Thriller Bark Saga,Thriller Bark,False
381,lola,franky,Emotional,Thriller Bark Saga,Thriller Bark,False
381,lola,nami,Communication,Thriller Bark Saga,Thriller Bark,False
381,lola,nami,Cooperation,Thriller Bark Saga,Thriller Bark,False
381,luffy,ace,Indirect,Thriller Bark Saga,Thriller Bark,False
381,nami,luffy,Communication,Thriller Bark Saga,Thriller Bark,False
381,brook,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
381,franky,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
381,luffy,straw hat pirates,Communication,Thriller Bark Saga,Thriller Bark,False
381,straw hat pirates,brook,Emotional,Thriller Bark Saga,Thriller Bark,False
382,straw hat pirates,lina,Communication,Thriller Bark Saga,Spa Island,True
382,straw hat pirates,sayo,Communication,Thriller Bark Saga,Spa Island,True
382,lina,sayo,Emotional,Thriller Bark Saga,Spa Island,True
382,sayo,doran,Confrontation,Thriller Bark Saga,Spa Island,True
382,straw hat pirates,doran,Communication,Thriller Bark Saga,Spa Island,True
383,lina,luffy,Communication,Thriller Bark Saga,Spa Island,True
383,luffy,straw hat pirates,Communication,Thriller Bark Saga,Spa Island,True
383,straw hat pirates,doran's men,Confrontation,Thriller Bark Saga,Spa Island,True
383,doran,sayo,Confrontation,Thriller Bark Saga,Spa Island,True
383,sayo,lina,Emotional,Thriller Bark Saga,Spa Island,True
383,straw hat pirates,sayo,Cooperation,Thriller Bark Saga,Spa Island,True
383,lina,luffy,Communication,Thriller Bark Saga,Spa Island,True
383,luffy,straw hat pirates,Communication,Thriller Bark Saga,Spa Island,True
383,zoro,luffy,Cooperation,Thriller Bark Saga,Spa Island,True
383,luffy,franky,Communication,Thriller Bark Saga,Spa Island,True
383,straw hat pirates,doran's men,Confrontation,Thriller Bark Saga,Spa Island,True
383,doran,sayo,Confrontation,Thriller Bark Saga,Spa Island,True
383,sayo,lina,Emotional,Thriller Bark Saga,Spa Island,True
383,lina,doran,Confrontation,Thriller Bark Saga,Spa Island,True
383,robin,doran,Physical,Thriller Bark Saga,Spa Island,True
383,usopp,doran,Physical,Thriller Bark Saga,Spa Island,True
383,nami,chopper,Cooperation,Thriller Bark Saga,Spa Island,True
383,zoro,doran,Physical,Thriller Bark Saga,Spa Island,True
383,zoro,sayo,Cooperation,Thriller Bark Saga,Spa Island,True
383,brook,usopp,Communication,Thriller Bark Saga,Spa Island,True
383,doran,luffy,Confrontation,Thriller Bark Saga,Spa Island,True
383,luffy,doran,Physical,Thriller Bark Saga,Spa Island,True
383,porche,foxy,Communication,Thriller Bark Saga,Spa Island,True
383,lina,luffy,Physical,Thriller Bark Saga,Spa Island,True
383,sanji,lina,Cooperation,Thriller Bark Saga,Spa Island,True
383,doran,foxy,Confrontation,Thriller Bark Saga,Spa Island,True
383,nukky,lina,Communication,Thriller Bark Saga,Spa Island,True
383,luffy,gem,Other,Thriller Bark Saga,Spa Island,True
383,nami,luffy,Communication,Thriller Bark Saga,Spa Island,True
384,brook,sanji,Cooperation,Thriller Bark Saga,Spa Island,True
384,brook,sanji,Physical,Thriller Bark Saga,Spa Island,True
384,sanji,nami,Cooperation,Thriller Bark Saga,Spa Island,True
384,brook,nami,Communication,Thriller Bark Saga,Spa Island,True
384,brook,nami,Physical,Thriller Bark Saga,Spa Island,True
384,brook,nami,Emotional,Thriller Bark Saga,Spa Island,True
384,brook,franky,Cooperation,Thriller Bark Saga,Spa Island,True
384,brook,usopp,Cooperation,Thriller Bark Saga,Spa Island,True
384,franky,usopp,Cooperation,Thriller Bark Saga,Spa Island,True
384,franky,brook,Confrontation,Thriller Bark Saga,Spa Island,True
384,chopper,brook,Emotional,Thriller Bark Saga,Spa Island,True
384,brook,zoro,Cooperation,Thriller Bark Saga,Spa Island,True
384,brook,zoro,Emotional,Thriller Bark Saga,Spa Island,True
384,brook,robin,Communication,Thriller Bark Saga,Spa Island,True
384,brook,robin,Emotional,Thriller Bark Saga,Spa Island,True
384,robin,luffy,Communication,Thriller Bark Saga,Spa Island,True
384,brook,luffy,Communication,Thriller Bark Saga,Spa Island,True
384,brook,luffy,Emotional,Thriller Bark Saga,Spa Island,True
385,sengoku,kuma,Communication,Summit War Saga,Saboady Archipelago,False
385,sengoku,garp,Communication,Summit War Saga,Saboady Archipelago,False
385,garp,luffy,Emotional,Summit War Saga,Saboady Archipelago,False
385,luffy,chopper,Cooperation,Summit War Saga,Saboady Archipelago,False
385,luffy,usopp,Cooperation,Summit War Saga,Saboady Archipelago,False
385,luffy,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
385,zoro,luffy,Communication,Summit War Saga,Saboady Archipelago,False
385,sanji,usopp,Communication,Summit War Saga,Saboady Archipelago,False
385,nami,luffy,Communication,Summit War Saga,Saboady Archipelago,False
385,nami,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,usopp,nami,Communication,Summit War Saga,Saboady Archipelago,False
385,sanji,nami,Communication,Summit War Saga,Saboady Archipelago,False
385,zoro,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,franky,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,luffy,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,brook,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,nami,brook,Communication,Summit War Saga,Saboady Archipelago,False
385,robin,chopper,Physical,Summit War Saga,Saboady Archipelago,False
385,sanji,nami,Communication,Summit War Saga,Saboady Archipelago,False
385,brook,nami,Communication,Summit War Saga,Saboady Archipelago,False
385,luffy,robin,Cooperation,Summit War Saga,Saboady Archipelago,False
385,luffy,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
385,robin,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
385,luffy,sea rabbit,Confrontation,Summit War Saga,Saboady Archipelago,False
385,sanji,camie,Emotional,Summit War Saga,Saboady Archipelago,False
385,sanji,pappag,Communication,Summit War Saga,Saboady Archipelago,False
385,camie,sanji,Emotional,Summit War Saga,Saboady Archipelago,False
385,pappag,sanji,Communication,Summit War Saga,Saboady Archipelago,False
385,camie,sanji,Emotional,Summit War Saga,Saboady Archipelago,False
386,camie,pappag,Communication,Summit War Saga,Saboady Archipelago,False
386,camie,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
386,straw hat pirates,duval,Confrontation,Summit War Saga,Saboady Archipelago,False
386,straw hat pirates,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
386,camie,sanji,Emotional,Summit War Saga,Saboady Archipelago,False
386,sanji,usopp,Communication,Summit War Saga,Saboady Archipelago,False
386,usopp,nami,Communication,Summit War Saga,Saboady Archipelago,False
386,luffy,nami,Physical,Summit War Saga,Saboady Archipelago,False
386,brook,camie,Communication,Summit War Saga,Saboady Archipelago,False
386,sanji,brook,Physical,Summit War Saga,Saboady Archipelago,False
386,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
386,sanji,luffy,Physical,Summit War Saga,Saboady Archipelago,False
386,luffy,pappag,Communication,Summit War Saga,Saboady Archipelago,False
386,nami,usopp,Communication,Summit War Saga,Saboady Archipelago,False
386,camie,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
386,camie,macro,Communication,Summit War Saga,Saboady Archipelago,False
386,macro,hatchan,Physical,Summit War Saga,Saboady Archipelago,False
386,sanji,luffy,Physical,Summit War Saga,Saboady Archipelago,False
386,franky,luffy,Physical,Summit War Saga,Saboady Archipelago,False
386,nami,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
386,luffy,camie,Cooperation,Summit War Saga,Saboady Archipelago,False
386,luffy,nami,Communication,Summit War Saga,Saboady Archipelago,False
386,luffy,zoro,Communication,Summit War Saga,Saboady Archipelago,False
386,camie,pappag,Emotional,Summit War Saga,Saboady Archipelago,False
386,luffy,pappag,Communication,Summit War Saga,Saboady Archipelago,False
386,luffy,brook,Communication,Summit War Saga,Saboady Archipelago,False
386,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
386,zoro,luffy,Cooperation,Summit War Saga,Saboady Archipelago,False
386,zoro,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
386,luffy,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
386,brook,chopper,Emotional,Summit War Saga,Saboady Archipelago,False
386,duval,macro,Communication,Summit War Saga,Saboady Archipelago,False
386,duval,straw hat pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
387,duval,straw hat pirates,Perception,Summit War Saga,Saboady Archipelago,False
387,luffy,rosy life riders,Perception,Summit War Saga,Saboady Archipelago,False
387,usopp,franky,Communication,Summit War Saga,Saboady Archipelago,False
387,camie,pappag,Communication,Summit War Saga,Saboady Archipelago,False
387,duval,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
387,duval,macro pirates,Communication,Summit War Saga,Saboady Archipelago,False
387,hatchan,macro pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
387,hatchan,nami,Perception,Summit War Saga,Saboady Archipelago,False
387,nami,camie,Emotional,Summit War Saga,Saboady Archipelago,False
387,hatchan,straw hat pirates,Perception,Summit War Saga,Saboady Archipelago,False
387,sanji,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
387,hatchan,sanji,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,hatchan,Perception,Summit War Saga,Saboady Archipelago,False
387,usopp,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
387,zoro,camie,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
387,camie,pappag,Cooperation,Summit War Saga,Saboady Archipelago,False
387,camie,macro pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
387,pappag,macro pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
387,hatchan,camie,Emotional,Summit War Saga,Saboady Archipelago,False
387,nami,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,pappag,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,hatchan,Physical,Summit War Saga,Saboady Archipelago,False
387,macro,luffy,Perception,Summit War Saga,Saboady Archipelago,False
387,luffy,zoro,Communication,Summit War Saga,Saboady Archipelago,False
387,hatchan,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
387,duval,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
387,luffy,camie,Communication,Summit War Saga,Saboady Archipelago,False
388,straw hat pirates,rosy life riders,Confrontation,Summit War Saga,Saboady Archipelago,False
388,straw hat pirates,macro pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
388,duval,sanji,Confrontation,Summit War Saga,Saboady Archipelago,False
388,luffy,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,sanji,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,nami,straw hat pirates,Communication,Summit War Saga,Saboady Archipelago,False
388,chopper,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
388,franky,nami,Cooperation,Summit War Saga,Saboady Archipelago,False
388,nami,chopper,Emotional,Summit War Saga,Saboady Archipelago,False
388,nami,brook,Emotional,Summit War Saga,Saboady Archipelago,False
388,macro pirates,camie,Confrontation,Summit War Saga,Saboady Archipelago,False
388,macro pirates,pappag,Confrontation,Summit War Saga,Saboady Archipelago,False
388,zoro,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
388,hatchan,macro pirates,Confrontation,Summit War Saga,Saboady Archipelago,False
388,zoro,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,zoro,hatchan,Communication,Summit War Saga,Saboady Archipelago,False
388,duval,rosy life riders,Communication,Summit War Saga,Saboady Archipelago,False
388,sanji,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,luffy,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,nami,luffy,Communication,Summit War Saga,Saboady Archipelago,False
388,brook,luffy,Indirect,Summit War Saga,Saboady Archipelago,False
388,brook,chopper,Indirect,Summit War Saga,Saboady Archipelago,False
388,brook,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,luffy,duval,Confrontation,Summit War Saga,Saboady Archipelago,False
388,zoro,brook,Cooperation,Summit War Saga,Saboady Archipelago,False
388,zoro,hatchan,Cooperation,Summit War Saga,Saboady Archipelago,False
388,hatchan,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
388,zoro,rosy life riders,Physical,Summit War Saga,Saboady Archipelago,False
